 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-22-23-127734-58ba0cddc6de-1
trials-all-1  | [arm-1] [INFO] [1698542563.445192452] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.449027216] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542563.452530001] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542563.454818860] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542563.463231343] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542563.467337091] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542563.470834876] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542563.474681640] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542563.482231176] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.486302926] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542563.498983147] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542563.503179889] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542563.507084649] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542563.503233886] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.507025653] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542563.518283961] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542563.524676568] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542563.528275347] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542563.526957428] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542563.530782193] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542563.534271979] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.538164739] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.546122250] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.550188001] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542563.556223630] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542563.559902404] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542563.566413004] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.570363761] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542563.568456878] [coordinator]: The time of execution of above program is:4.709628343582153
trials-all-1  | [coordinator-2] [INFO] [1698542563.572925604] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542563.576464386] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542563.578524260] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.582584010] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542563.590549521] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542563.594639269] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542563.598420037] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542563.605227619] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542563.609136379] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542563.613817091] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542563.617503864] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542563.621721605] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542563.615237004] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.618938776] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.629508127] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542563.640561448] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542563.644144228] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542563.647875998] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542563.651792758] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542563.658168366] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.662019129] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542563.662943073] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542563.668666721] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542563.673077450] [coordinator]: The time of execution of above program is:4.847560882568359
trials-all-1  | [arm-1] [INFO] [1698542563.669968641] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.684124771] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542563.688099527] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542563.691659308] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542563.706183416] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542563.710367159] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542563.708723260] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.712120051] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542563.720494536] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542563.720141558] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.723825332] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542563.727881083] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542563.728656035] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542563.732459801] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542563.745715987] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542563.747634869] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.751234648] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.763365902] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.767225665] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542563.770867441] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542563.766531708] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542563.783403671] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542563.798782726] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.810660996] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.821019360] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.825502084] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542563.829247854] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542563.826449026] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542563.830092802] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542563.852998395] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542563.854621295] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542563.868596437] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542563.871122281] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542563.873976106] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542563.875218030] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.887254290] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.891788012] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542563.895767767] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542563.899326548] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542563.902157374] [coordinator]: The time of execution of above program is:5.052933216094971
trials-all-1  | [coordinator-2] [INFO] [1698542563.907018076] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542563.918137393] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.922415130] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542563.927588812] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542563.930258648] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.937608196] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542563.943856812] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542563.947895564] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542563.951796325] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542563.956668025] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542563.962944640] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542563.969245252] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.973039019] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.980938534] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542563.981321510] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542563.984694303] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542563.987723117] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542563.991920859] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542563.996247593] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542564.004135109] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542564.008167861] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542564.005698013] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542564.019153187] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542564.023000951] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542564.027097700] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542564.034929219] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542564.041587811] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542564.047283461] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542564.051543200] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542564.047451451] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542564.051518202] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542564.067037250] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542564.071163996] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542564.077437611] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542564.073379860] [coordinator]: The time of execution of above program is:5.2303736209869385
trials-all-1  | [coordinator-2] [INFO] [1698542564.079634477] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542564.081604356] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542564.088757917] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542564.092240703] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542564.102974045] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542564.106752813] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542564.107322778] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542564.115174296] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542564.118883069] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542564.124082750] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542564.128664469] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542564.130532354] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542564.137969898] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542564.142002651] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542564.145099461] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542564.148623244] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542564.149818171] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542564.153477947] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542564.159402583] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542564.162631385] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542564.167615079] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542564.168640017] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542564.174911632] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542564.191909589] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542564.195687357] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542564.201625993] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542564.206400700] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542564.210045476] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542564.214835183] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542564.215293154] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542564.218581953] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542564.218903933] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542564.227879382] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542564.231856138] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542564.238516730] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542564.242468487] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542564.239107694] [coordinator]: The time of execution of above program is:5.397388219833374
trials-all-1  | [coordinator-2] [INFO] [1698542564.242721472] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542564.246298252] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542564.248027146] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542564.251727919] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542564.261912295] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542564.269506829] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542564.273588578] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542564.277397345] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542564.280345164] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542564.284110933] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542564.290360549] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542564.303807724] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542564.313209148] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542564.317040913] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542564.315063034] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542564.325971365] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542564.337711645] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542564.351039827] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542564.345959139] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542564.355100578] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542564.358831349] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542564.363595057] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542564.368122779] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542564.364908976] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542564.368678745] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542564.377052231] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542564.381063985] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542564.387241606] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542564.391125368] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542564.395993069] [coordinator]: The time of execution of above program is:5.546902894973755
