 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-21-40-21-004232-7551cb06f269-1
trials-all-1  | [robot-6] [INFO] [1698529242.512153926] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529242.518166108] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529242.532642546] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529242.536834672] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698529242.538224715] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529242.542043830] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529242.556451266] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529242.553095164] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.556770275] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529242.562506449] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529242.566082557] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529242.565794548] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698529242.574166802] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529242.578186923] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.592757364] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529242.599840578] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529242.618245135] [coordinator]: The time of execution of above program is:5.637438535690308
trials-all-1  | [arm-1] [INFO] [1698529242.610292894] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.614231013] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529242.618163132] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529242.623180284] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529242.632047552] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529242.641095826] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529242.645565961] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529242.651844151] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529242.665834574] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529242.671136734] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529242.666051580] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.669957699] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529242.677130915] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529242.677122915] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529242.680839028] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529242.696459500] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.702296677] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529242.703762721] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529242.711133944] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529242.715482075] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529242.716767114] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.723520318] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529242.727321433] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529242.730822539] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529242.726794417] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698529242.743704929] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529242.747644048] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.756254308] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529242.758749384] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529242.766011604] [coordinator]: The time of execution of above program is:5.796096324920654
trials-all-1  | [arm-1] [INFO] [1698529242.772319794] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.776010906] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529242.779367007] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529242.787235245] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529242.787731260] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529242.792415402] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529242.797546557] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.804087755] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.822342307] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.826428431] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529242.835604708] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529242.839165816] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529242.837113754] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529242.840931869] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529242.853290243] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.861263484] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529242.868839713] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529242.878103994] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698529242.878222997] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.885979232] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529242.894832499] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529242.901949715] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529242.910306967] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.914657099] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529242.917193176] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529242.921754314] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529242.933931682] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.937993805] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529242.941871922] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529242.941330906] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698529242.955122323] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529242.960178476] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529242.957935408] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529242.965684642] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.975932952] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529242.976245962] [coordinator]: The time of execution of above program is:5.997504234313965
trials-all-1  | [coordinator-2] [INFO] [1698529242.981831131] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529242.988203323] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.999607668] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529243.003476785] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529243.007036892] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529243.000476694] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529243.008089924] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529243.019492268] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529243.023339383] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529243.026968493] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529243.032032645] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529243.038309834] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529243.044593024] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529243.048216133] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529243.051599235] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529243.047030097] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529243.050782210] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529243.065947667] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529243.070687809] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529243.073286888] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529243.088260339] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529243.089532377] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529243.101112726] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529243.101594740] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529243.106453887] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529243.106723895] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529243.112497069] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529243.121525340] [coordinator]: The time of execution of above program is:6.143955707550049
trials-all-1  | [robot-6] [INFO] [1698529243.122895382] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529243.133323696] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529243.134768739] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529243.139762890] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529243.153826313] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529243.163344600] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529243.167031711] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529243.160271507] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529243.178285050] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529243.187646332] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529243.196061585] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529243.200253711] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529243.205365865] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529243.213514111] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529243.217235223] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529243.224221433] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529243.232287676] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698529243.233255705] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529243.238489863] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529243.250212216] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529243.254175335] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529243.251245247] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529243.254803354] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529243.261915568] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529243.265605679] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529243.263351612] [coordinator]: The time of execution of above program is:6.291395425796509
trials-all-1  | [coordinator-2] [INFO] [1698529243.267374733] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529243.284642253] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529243.289017385] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529243.293917532] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529243.294968564] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529243.304658856] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529243.309067988] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529243.314265145] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529243.325947497] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529243.329789612] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529243.335858795] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529243.332500694] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529243.337727852] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529243.356046403] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698529243.359526508] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529243.359961521] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529243.367125737] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529243.373734936] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529243.378293073] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529243.385054277] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529243.389177401] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529243.385544292] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698529243.402368798] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529243.406605926] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529243.408820993] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529243.412858114] [coordinator]: The time of execution of above program is:6.446187734603882
trials-all-1  | [coordinator-2] [INFO] [1698529243.417021240] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529243.421109363] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529243.429350611] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529243.434518766] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529243.455039384] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529243.459083506] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529243.470107838] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529243.472469909] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529243.478592094] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529243.488628396] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529243.492381509] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529243.496182624] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529243.508461993] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529243.511962099] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529243.510086042] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529243.519608329] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529243.523065433] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529243.523144435] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529243.530074644] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529243.544761086] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698529243.545213100] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529243.552018305] [coordinator]: The time of execution of above program is:6.582157135009766
trials-all-1  | [coordinator-2] [INFO] [1698529243.555757418] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529243.558977515] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529243.554726387] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529243.558302494] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529243.576062029] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529243.584082271] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529243.589547435] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529243.597934688] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529243.604116874] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529243.611258089] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
