 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-22-54-24-081915-4788d038a40e-1
trials-all-1  | [robot-6] [INFO] [1698533685.250780305] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533685.254947187] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533685.245338459] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.249101352] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533685.258624084] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533685.261412005] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533685.272493692] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533685.279696489] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.283901370] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533685.287763261] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533685.291651151] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533685.291649151] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698533685.296772007] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533685.304601786] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533685.306105743] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533685.316934438] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533685.318471394] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533685.321176318] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533685.322144291] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533685.327301145] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.343735681] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.351542461] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.355052362] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533685.358686259] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533685.364850085] [coordinator]: The time of execution of above program is:4.9636735916137695
trials-all-1  | [coordinator-2] [INFO] [1698533685.370046939] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533685.369646950] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533685.375347789] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533685.382140597] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.386765467] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.407698876] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.411595766] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533685.418130581] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533685.421855476] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533685.407759874] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533685.411983755] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533685.417641595] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698533685.432985162] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698533685.438138017] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.442628890] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533685.439161988] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533685.457758463] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533685.463071313] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.471519074] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533685.475258969] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533685.478885866] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533685.465592242] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698533685.475553961] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533685.479212857] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533685.497392344] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.501779220] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533685.503804163] [coordinator]: The time of execution of above program is:5.1207075119018555
trials-all-1  | [coordinator-2] [INFO] [1698533685.511822937] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533685.515372837] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533685.516455806] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.519967707] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533685.523553606] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533685.527239502] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533685.522653631] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533685.526461524] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533685.537767205] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533685.545622983] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.549877863] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533685.554677727] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533685.561882524] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533685.565878411] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533685.567337370] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.572445226] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533685.574035181] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698533685.584917874] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533685.585539856] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533685.597204527] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533685.603805341] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533685.604518320] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533685.607804228] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533685.625357732] [coordinator]: The time of execution of above program is:5.246359825134277
trials-all-1  | [arm-1] [INFO] [1698533685.629572613] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533685.632555529] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533685.633816493] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533685.650500023] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533685.650546021] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533685.660618737] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533685.666188580] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533685.672801393] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.676510288] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533685.680567174] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533685.689643918] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.698602665] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698533685.702047568] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698533685.715622184] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533685.720117058] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533685.720356051] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533685.725146916] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533685.731777728] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698533685.736054608] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533685.738029552] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698533685.762514861] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533685.764391808] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.768616689] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533685.772560577] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533685.779489382] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533685.785624209] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533685.791290049] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533685.797450875] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.801790752] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533685.809175544] [coordinator]: The time of execution of above program is:5.427477598190308
trials-all-1  | [arm-1] [INFO] [1698533685.810732500] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533685.816523336] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533685.816633333] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533685.822512167] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533685.826496055] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533685.830353946] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533685.830611939] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533685.834953816] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533685.841467632] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.851909338] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698533685.859460125] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533685.860151105] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.863598008] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533685.868768862] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533685.880067543] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698533685.886370365] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533685.892760185] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.897033064] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533685.895140117] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533685.899026008] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533685.905563823] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.910190693] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533685.913751592] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533685.925611257] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533685.929742141] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533685.933934022] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533685.937636918] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533685.935704972] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.939385869] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.947293645] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533685.953755463] [coordinator]: The time of execution of above program is:5.579136371612549
trials-all-1  | [arm-1] [INFO] [1698533685.961134255] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533685.964666155] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533685.965334136] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533685.982102663] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533685.986621535] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533685.988344487] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.991965384] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533686.000264150] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533686.004065043] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533686.008772910] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533686.010324866] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533686.014193757] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533686.023538494] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533686.026174419] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533686.035160166] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533686.042765951] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533686.043313936] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533686.050483734] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533686.050771726] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698533686.054393623] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533686.055665587] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533686.063500367] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533686.062827385] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698533686.071462142] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533686.088848652] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533686.091784569] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533686.095920452] [coordinator]: The time of execution of above program is:5.733433961868286
trials-all-1  | [coordinator-2] [INFO] [1698533686.099371355] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698533686.095936452] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533686.099570349] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533686.116041885] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533686.132395423] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533686.140910183] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533686.144728075] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533686.154318805] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533686.157953702] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533686.141461168] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533686.145039067] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533686.148518969] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533686.165757482] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533686.168862395] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533686.180529066] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533686.184858944] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533686.185161935] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533686.200075514] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533686.201323479] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533686.209059261] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533686.213012149] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533686.219179975] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533686.222275888] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533686.226518768] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533686.237197467] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533686.241046359] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533686.245167243] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533686.252052048] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533686.257600892] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533686.262071766] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
