 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-00-12-02-529659-d18ed5c6bb5c-1
trials-all-1  | [robot-6] [INFO] [1698538343.389026946] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.399285821] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538343.403322772] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538343.410041690] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.418429588] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.422476538] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538343.425707499] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698538343.434262395] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538343.438223347] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538343.444544270] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538343.448964216] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538343.448955216] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.453031167] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.463570038] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698538343.474822901] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538343.486393761] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538343.490069716] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538343.493475674] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538343.488123740] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538343.492252689] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538343.499274604] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.503311555] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538343.515999400] [coordinator]: The time of execution of above program is:4.876603603363037
trials-all-1  | [coordinator-2] [INFO] [1698538343.520018351] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538343.523947304] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538343.526014278] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698538343.530926219] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538343.534585174] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538343.547928012] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538343.559058876] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538343.563353824] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538343.567408775] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538343.570953732] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538343.569117754] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.580747612] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538343.585576554] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.592239473] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538343.601383361] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538343.605318313] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538343.616807174] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.624338082] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.628168035] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538343.631675993] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538343.627056049] [coordinator]: The time of execution of above program is:4.989644289016724
trials-all-1  | [coordinator-2] [INFO] [1698538343.631031000] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538343.634596957] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538343.639453898] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.642810857] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538343.652204743] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.655948697] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538343.660222645] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538343.672483496] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.680869394] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.684633348] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538343.688047307] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538343.681654384] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538343.685313340] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538343.701329145] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.707467070] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.711501021] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538343.720037917] [robot]: door closed
trials-all-1  | [environment-3] [INFO] [1698538343.711887016] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538343.721281902] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.725037856] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538343.726715836] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538343.730529790] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538343.734683739] [coordinator]: The time of execution of above program is:5.114861726760864
trials-all-1  | [arm-1] [INFO] [1698538343.749039564] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538343.756135478] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538343.757604460] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.763325390] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.767967334] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538343.771061296] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538343.775694240] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.779213197] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538343.782949152] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.789056077] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538343.793686021] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538343.797623973] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538343.802472914] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.809729826] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.814475768] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538343.818446720] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538343.822569670] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538343.826492622] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538343.822307673] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.825893629] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538343.838395477] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538343.842317429] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.834429525] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538343.842366429] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538343.846222382] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538343.849666340] [coordinator]: The time of execution of above program is:5.2305052280426025
trials-all-1  | [robot-6] [INFO] [1698538343.857067250] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.861039201] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.870113091] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.874755034] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538343.878200993] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538343.884463916] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538343.888652865] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538343.893027812] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.897080763] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538343.901709706] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538343.915445539] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.921015471] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538343.932930326] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.940623233] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.944019192] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538343.947780146] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538343.944391187] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538343.948209141] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538343.957781024] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.963819951] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698538343.967179910] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538343.967896901] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538343.981536735] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538343.976819792] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.980603746] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538343.990488626] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538343.994548577] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538343.997537540] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538344.002158484] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538343.998554528] [coordinator]: The time of execution of above program is:5.379107475280762
trials-all-1  | [coordinator-2] [INFO] [1698538344.002414481] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698538344.008337409] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538344.012892353] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538344.020503261] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538344.024287215] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538344.027678174] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538344.037667052] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538344.046426946] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538344.048112925] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538344.053988854] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538344.057944806] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538344.070867648] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538344.074646602] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538344.067954684] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538344.071891636] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538344.075442593] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538344.079415544] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538344.097850320] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698538344.103977246] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538344.107880198] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538344.117364083] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538344.127942954] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538344.126388973] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538344.142635776] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538344.157430596] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538344.168464462] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538344.172659411] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538344.176610362] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538344.181316305] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538344.192230173] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538344.196085126] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538344.199543084] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538344.201899055] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698538344.207605986] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538344.219380842] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538344.223862788] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538344.227641742] [coordinator]: The time of execution of above program is:5.608324766159058
trials-all-1  | [robot-6] [INFO] [1698538344.235491646] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538344.243337551] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538344.247444501] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538344.251436453] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538344.255167407] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538344.250736461] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538344.257312381] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538344.261640328] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538344.265396283] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538344.273234187] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538344.280374101] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538344.283977057] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538344.282159079] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538344.285693036] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538344.289405991] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538344.314585685] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538344.316888657] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538344.321066606] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538344.321427601] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538344.325006558] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538344.333223458] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538344.333714452] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538344.340515369] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538344.342062350] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538344.344157325] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538344.353801208] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698538344.366575052] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538344.373339970] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538344.378288910] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538344.383693844] [coordinator]: The time of execution of above program is:5.762650012969971
trials-all-1  | [robot-6] [INFO] [1698538344.390115766] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538344.400503640] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538344.401133632] [coordinator]: Failed
