 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-06-20-130142-603a8ef8b169-1
trials-all-1  | [coordinator-2] [INFO] [1698541601.209869414] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541601.221361396] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541601.225476390] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541601.230639382] [coordinator]: The time of execution of above program is:4.945139408111572
trials-all-1  | [robot-6] [INFO] [1698541601.239855368] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541601.243610362] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.252271348] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.257386341] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541601.262102333] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541601.266565326] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541601.278070309] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541601.282232302] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541601.285985296] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541601.279814306] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541601.295170282] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541601.298306277] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541601.307134264] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541601.310772258] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541601.307097264] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541601.312310256] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.324721237] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.338741215] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541601.330276228] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541601.336237219] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541601.346391203] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541601.350270197] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541601.353062193] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541601.356737187] [coordinator]: The time of execution of above program is:5.0726940631866455
trials-all-1  | [robot-6] [INFO] [1698541601.356615188] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541601.373151162] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541601.375698158] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541601.383161147] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541601.382966147] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.386775141] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541601.401229119] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541601.410470105] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541601.415804096] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541601.419639091] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541601.422953085] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541601.434820067] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541601.438556061] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541601.438688061] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541601.449315045] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.454523037] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541601.458422031] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541601.454523037] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541601.458422031] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541601.468239016] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541601.479730998] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541601.482510994] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698541601.488087985] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541601.498434969] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541601.503099962] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541601.509585952] [coordinator]: The time of execution of above program is:5.218172073364258
trials-all-1  | [arm-1] [INFO] [1698541601.513444946] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.520743935] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541601.524691929] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541601.528643923] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541601.535772912] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541601.539652906] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541601.538691907] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541601.542531901] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.556472880] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541601.565890865] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541601.569720859] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541601.578445846] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541601.590981827] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541601.595463820] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541601.602830808] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541601.610044797] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541601.613892791] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541601.612291794] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541601.616060788] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.630284766] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541601.631336764] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541601.644111745] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541601.652987731] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541601.656884725] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541601.660851719] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541601.657277724] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541601.660942719] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541601.664895713] [coordinator]: The time of execution of above program is:5.380444526672363
trials-all-1  | [robot-6] [INFO] [1698541601.681383687] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541601.681905686] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541601.687610678] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541601.689304675] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.699374660] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.703241654] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541601.713250638] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541601.719031629] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541601.722738624] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541601.719037629] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541601.722878623] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698541601.735484604] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541601.739374598] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541601.744007591] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541601.736055603] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541601.740343596] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.758319569] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.762324563] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541601.760645565] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541601.776220541] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541601.781642533] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541601.778806537] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541601.782730531] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541601.788652522] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541601.792889515] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541601.801369502] [coordinator]: The time of execution of above program is:5.501333475112915
trials-all-1  | [coordinator-2] [INFO] [1698541601.805305496] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541601.822113470] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541601.814600482] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.818694476] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541601.822409470] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541601.835315450] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541601.842676439] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541601.847787431] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541601.851805425] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.842048440] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541601.868257399] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541601.876303387] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.880210381] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541601.883683376] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541601.881963378] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541601.888082369] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541601.901203349] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541601.906947340] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541601.910806334] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541601.916778325] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541601.931079303] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.935182296] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541601.932365301] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541601.948613276] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541601.957382262] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541601.966253248] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541601.972410239] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541601.978689229] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541601.982535223] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541601.993110207] [coordinator]: The time of execution of above program is:5.686057090759277
trials-all-1  | [arm-1] [INFO] [1698541601.994419205] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541601.998330199] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541602.001307194] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541602.003972190] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541602.007360185] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541602.011625178] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541602.012719177] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541602.016367171] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541602.029750150] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541602.036417140] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541602.038342137] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541602.049876119] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541602.050106119] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541602.054469112] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541602.057913107] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541602.074960080] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541602.079096074] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541602.088354059] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541602.091963054] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698541602.099121043] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541602.103472036] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541602.111379024] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541602.116026016] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541602.125227002] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541602.128922996] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541602.140261979] [coordinator]: The time of execution of above program is:5.844902992248535
trials-all-1  | [arm-1] [INFO] [1698541602.148271966] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541602.154416957] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541602.160096948] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541602.170062932] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541602.174256926] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541602.176076923] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541602.182695913] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541602.187138906] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.198582888] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541602.203249881] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541602.210646869] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541602.218142858] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541602.223747849] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541602.223900849] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541602.228066842] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541602.233969833] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541602.237984827] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541602.239722824] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541602.259926793] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541602.260498792] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.264272786] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541602.269439778] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541602.269838778] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541602.273608772] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541602.280800761] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541602.287394750] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541602.291344744] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541602.288396749] [coordinator]: The time of execution of above program is:5.993201732635498
