 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-13-00-930114-e1e1b5bc6e59-1
trials-all-1  | [robot-6] [INFO] [1698541999.683984328] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541999.687454129] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.696184630] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.703429217] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541999.715730514] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541999.716146490] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541999.725930931] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541999.729464729] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.736121349] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541999.739991128] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541999.751583465] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541999.755728228] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541999.756046210] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541999.761372906] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541999.768086522] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541999.771683317] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541999.775604093] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541999.782864678] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.791020212] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541999.790238257] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.802468558] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541999.805907361] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698541999.812579980] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541999.822112435] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541999.823658347] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541999.827168147] [coordinator]: The time of execution of above program is:5.219702482223511
trials-all-1  | [arm-1] [INFO] [1698541999.828650062] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541999.833664775] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541999.838787483] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541999.839041468] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.848580923] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541999.853440645] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541999.858008384] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541999.859974272] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.874800425] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541999.879745143] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.888620635] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541999.891143491] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541999.893943331] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541999.896271198] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541999.900158976] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541999.908267513] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.908849480] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541999.920731801] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541999.925136549] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698541999.929357308] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541999.931635178] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541999.947839252] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541999.947835252] [coordinator]: The time of execution of above program is:5.329301118850708
trials-all-1  | [coordinator-2] [INFO] [1698541999.953025956] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541999.958025670] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541999.958141663] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541999.966586181] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541999.970372964] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541999.972609837] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541999.982892249] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.986295055] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541999.994085610] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542000.000108265] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542000.006093924] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542000.009832710] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542000.008181805] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542000.015031414] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.024034900] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.028571641] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542000.032749403] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542000.026233775] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542000.041079928] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542000.045108698] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542000.048873483] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542000.055026132] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542000.066954452] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542000.069813289] [coordinator]: The time of execution of above program is:5.442585706710815
trials-all-1  | [coordinator-2] [INFO] [1698542000.074255035] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542000.079648728] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542000.079337746] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.083469510] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542000.092245009] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542000.096071791] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542000.094809863] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542000.099179614] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542000.103402373] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542000.109954999] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542000.113946771] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.131918746] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.135767527] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542000.139446317] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542000.154397464] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542000.160490116] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542000.164708876] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542000.160229131] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542000.169500602] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542000.184418751] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542000.185976662] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.190032431] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542000.192659281] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542000.202287732] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542000.206501492] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542000.203261676] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542000.213507092] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542000.224917441] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.234557891] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.238570662] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542000.248698084] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542000.253021838] [coordinator]: The time of execution of above program is:5.64624810218811
trials-all-1  | [coordinator-2] [INFO] [1698542000.256425644] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542000.253364818] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542000.257465584] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542000.263476241] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542000.267194029] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542000.276014526] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542000.285999957] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542000.300633122] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542000.304420906] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542000.316551214] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542000.317765145] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542000.321893909] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542000.337559015] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542000.347183466] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542000.351323230] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542000.354894027] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542000.351451223] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542000.355020019] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.370035163] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542000.381003537] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542000.389924028] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542000.394795750] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542000.398428543] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542000.394027794] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542000.397674586] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542000.402043337] [coordinator]: The time of execution of above program is:5.795065402984619
trials-all-1  | [coordinator-2] [INFO] [1698542000.405601134] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542000.404045223] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542000.407822007] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542000.428228843] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542000.437419319] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542000.440912120] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542000.444342924] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542000.438179276] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.441873065] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542000.458569113] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542000.471506375] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542000.476541087] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542000.485905553] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542000.497317902] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542000.503819531] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.515808847] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.519787620] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542000.517360759] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542000.527422185] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542000.536547664] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542000.540033465] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542000.538755538] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542000.542533323] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542000.557222485] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542000.561296253] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542000.564089093] [coordinator]: The time of execution of above program is:5.937398433685303
trials-all-1  | [coordinator-2] [INFO] [1698542000.568478843] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542000.571792654] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542000.570205744] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.574031526] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542000.586102837] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542000.590373594] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542000.606015702] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542000.609664493] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542000.615865140] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542000.619798915] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542000.623145724] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542000.620386882] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.623889682] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542000.645542447] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542000.649555218] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542000.645542447] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542000.649406226] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542000.653740979] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542000.655200896] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542000.659002679] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542000.672501909] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542000.684531223] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542000.689462941] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542000.695853577] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542000.697583478] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542000.701991227] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542000.706363977] [coordinator]: The time of execution of above program is:6.099640130996704
trials-all-1  | [arm-1] [INFO] [1698542000.707684902] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542000.713750556] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542000.720636163] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542000.728595709] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542000.733559426] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542000.734242387] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542000.746421692] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542000.750757445] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542000.754327241] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542000.748038600] [arm]: Action result: False
